TotQLat.       ScalerLat      getDevLat      getPrgLat      Req.Type       
0.000292       0.000248       3.5e-05        0              0              
1.3e-05        1e-06          0              8e-06          1              
5.7e-05        0              4.4e-05        0              0              
8e-06          0              0              6e-06          1              
5.9e-05        0              4.6e-05        0              0              
9e-06          0              0              7e-06          1              
4.4e-05        0              3.4e-05        0              0              
4e-06          0              0              2e-06          1              
2.8e-05        0              2.7e-05        0              0              
2e-06          0              0              1e-06          1              
2.9e-05        0              2.8e-05        0              0              
3e-06          0              0              2e-06          1              
2.9e-05        0              2.7e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
6.2e-05        6e-05          0              1e-06          1              
7.7e-05        4.9e-05        2.5e-05        0              0              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
3.8e-05        0              3.4e-05        0              0              
4e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              0              1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
6.5e-05        6.3e-05        0              0              1              
7.7e-05        4.9e-05        2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.4e-05        0              0              
4e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              0              1              
2.7e-05        0              2.4e-05        0              0              
5.1e-05        4.8e-05        0              1e-06          1              
7.1e-05        4.5e-05        2.4e-05        0              0              
4e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              0              1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.9e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2e-06          0              0              0              1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2e-06          0              0              0              1              
2.8e-05        0              2.5e-05        0              0              
2e-06          0              0              1e-06          1              
2.9e-05        0              2.7e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.7e-05        0              0              
5e-05          4.7e-05        0              1e-06          1              
7.5e-05        4.9e-05        2.4e-05        0              0              
3e-06          0              0              0              1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        1e-06          2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.6e-05        0              2.4e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
3e-06          0              0              1e-06          1              
5e-06          0              0              2e-06          1              
2.8e-05        0              2.6e-05        0              0              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              0              1              
2.6e-05        0              2.4e-05        0              0              
4e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
5.1e-05        4.9e-05        0              1e-06          1              
7.5e-05        4.8e-05        2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
3e-06          1e-06          0              1e-06          1              
2.6e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
5e-06          0              0              3e-06          1              
3e-06          0              0              1e-06          1              
3e-06          0              0              1e-06          1              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.8e-05        1e-06          2.6e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        1e-06          2.5e-05        0              0              
7.5e-05        4.9e-05        2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
3e-06          1e-06          0              1e-06          1              
3e-06          0              0              1e-06          1              
2.6e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.3e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
7.9e-05        5.1e-05        2.5e-05        0              0              
2.6e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
2e-06          0              0              1e-06          1              
2e-06          0              0              0              1              
2e-06          0              0              1e-06          1              
2.8e-05        0              2.6e-05        0              0              
3e-06          0              0              0              1              
2e-06          0              0              1e-06          1              
2.7e-05        0              2.5e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.6e-05        0              2.4e-05        0              0              
2.7e-05        0              2.5e-05        0              0              
2.8e-05        0              2.5e-05        0              0              
3e-06          0              0              1e-06          1              
3e-06          0              0              1e-06          1              
3e-06          0              0              0              1              
3e-06          0              0              1e-06          1              
3e-06          0              0              0              1              
2.7e-05        0              2.5e-05        0              0              
2e-06          0              0              1e-06          1              
3e-06          1e-06          0              0              1              
